,company_permalink,funding_round_type,raised_amount_usd,category_list,status,country_code,English Langauge
28461,revenue-assurance-cvidya,venture,10.0,Fraud Detection|Software,operating,USA,Yes
28462,revenue-assurance-cvidya,venture,10.0,Fraud Detection|Software,operating,USA,Yes
28463,revenue-assurance-cvidya,venture,12.0,Fraud Detection|Software,operating,USA,Yes
28464,revera,venture,11.2,Semiconductors,acquired,USA,Yes
28465,reverb-com,venture,25.0,Auctions|E-Commerce|Marketplaces|Music,operating,USA,Yes
28466,reverb-com,venture,4.2,Auctions|E-Commerce|Marketplaces|Music,operating,USA,Yes
28467,reverb-com,venture,2.3,Auctions|E-Commerce|Marketplaces|Music,operating,USA,Yes
28468,reverb-networks,venture,7.0,Software,operating,USA,Yes
28469,reverb-technologies,venture,1.599996,B2B|Business Analytics|Content Discovery|Curated Web,acquired,USA,Yes
28470,reverb-technologies,venture,1.0,B2B|Business Analytics|Content Discovery|Curated Web,acquired,USA,Yes
28471,reverb-technologies,venture,3.7,B2B|Business Analytics|Content Discovery|Curated Web,acquired,USA,Yes
28472,reverb-technologies,venture,6.49,B2B|Business Analytics|Content Discovery|Curated Web,acquired,USA,Yes
28473,reverbnation,venture,2.0,Music|New Product Development|SaaS|Sales and Marketing|Software|Technology,operating,USA,Yes
28474,reverbnation,venture,3.60002,Music|New Product Development|SaaS|Sales and Marketing|Software|Technology,operating,USA,Yes
28475,reverbnation,venture,3.0,Music|New Product Development|SaaS|Sales and Marketing|Software|Technology,operating,USA,Yes
28476,reverse-medical,venture,14.0,Biotechnology,acquired,USA,Yes
28477,revert,venture,0.5,Software,operating,USA,Yes
28478,revily,venture,0.675,Information Technology,operating,USA,Yes
28479,revinate,venture,0.2,Enterprise Software|Hospitality|Hotels|Social Media|Social Media Marketing,operating,USA,Yes
28480,revinate,venture,14.5,Enterprise Software|Hospitality|Hotels|Social Media|Social Media Marketing,operating,USA,Yes
28481,revinate,venture,15.34,Enterprise Software|Hospitality|Hotels|Social Media|Social Media Marketing,operating,USA,Yes
28482,revinate,venture,0.5,Enterprise Software|Hospitality|Hotels|Social Media|Social Media Marketing,operating,USA,Yes
28483,revionics,venture,30.0,Software,operating,USA,Yes
28484,revionics,venture,7.0,Software,operating,USA,Yes
28485,revision-optics,venture,35.0,Biotechnology,operating,USA,Yes
28486,revision-optics,venture,55.0,Biotechnology,operating,USA,Yes
28487,revision-optics,venture,25.0,Biotechnology,operating,USA,Yes
28488,revision-optics,venture,14.999998,Biotechnology,operating,USA,Yes
28489,revision-therapeutics,venture,2.870231,Biotechnology,operating,USA,Yes
28490,revision-therapeutics,venture,0.5,Biotechnology,operating,USA,Yes
28491,revision3,venture,8.0,Games|Social Bookmarking|Video,acquired,USA,Yes
28492,revision3,venture,1.0,Games|Social Bookmarking|Video,acquired,USA,Yes
28493,reviva-pharmaceuticals,venture,7.62484,Biotechnology,operating,USA,Yes
28494,reviva-pharmaceuticals,venture,12.0,Biotechnology,operating,USA,Yes
28495,reviva-pharmaceuticals,venture,15.831541,Biotechnology,operating,USA,Yes
28496,revivio,venture,25.0,Software,operating,USA,Yes
28497,revolaze,venture,7.67,Lasers|Software|Technology|Textiles,operating,USA,Yes
28498,revolights,venture,1.0,Hardware + Software,operating,USA,Yes
28499,revolt-technology,venture,13.162282,Hardware + Software,closed,USA,Yes
28500,revolt-technology,venture,2.8716,Hardware + Software,closed,USA,Yes
28501,revolucionadolabs,venture,54.0,Apps|Software,operating,USA,Yes
28502,revolucionadolabs,venture,30.0001,Apps|Software,operating,USA,Yes
28503,revolucionadolabs,venture,10.0,Apps|Software,operating,USA,Yes
28504,revolution-computing,venture,7.8,Analytics|Big Data|Insurance,acquired,USA,Yes
28505,revolution-computing,venture,16.000001,Analytics|Big Data|Insurance,acquired,USA,Yes
28506,revolution-computing,venture,13.395398,Analytics|Big Data|Insurance,acquired,USA,Yes
28507,revolution-foods,venture,20.0,Health and Wellness,operating,USA,Yes
28508,revolution-foods,venture,30.0,Health and Wellness,operating,USA,Yes
28509,revolution-medicines,venture,45.0,Healthcare Services|Medical|Pharmaceuticals,operating,USA,Yes
28510,revolution-prep,venture,15.0,Certification Test|Colleges|EdTech|Education|Technology|Testing,operating,USA,Yes
28511,revolutionary-concepts,venture,0.1395,Music,operating,USA,Yes
28512,revolutionary-medical-devices,venture,0.516,Medical Devices,operating,USA,Yes
28513,revolutionmoney,venture,42.0,Finance,acquired,USA,Yes
28514,revolutionmoney,venture,50.0,Finance,acquired,USA,Yes
28515,revolutionmoney,venture,15.225,Finance,acquired,USA,Yes
28516,revolutions-medical,venture,0.768,Health and Wellness,operating,USA,Yes
28517,revolv,venture,4.5,Home Automation|Internet of Things|Software,acquired,USA,Yes
28518,revon-systems,venture,1.860203,Digital Signage|Health Care Information Technology|Medical,operating,USA,Yes
28519,revon-systems,venture,0.5,Digital Signage|Health Care Information Technology|Medical,operating,USA,Yes
28520,revshare,venture,20.0,Advertising,operating,USA,Yes
28521,revsite,venture,2.0,Internet Marketing|Lead Generation|Services|Software|Technology|Web Design,operating,USA,Yes
28522,revtrax,venture,0.2,Advertising|Coupons,operating,USA,Yes
28523,revtrax,venture,1.1458,Advertising|Coupons,operating,USA,Yes
28524,revup-software,venture,3.92827,Software,operating,USA,Yes
28525,revver,venture,4.0,Content|Games|Video|Video Streaming,acquired,USA,Yes
28526,revver,venture,8.7,Content|Games|Video|Video Streaming,acquired,USA,Yes
28527,rewarder,venture,7.0,E-Commerce|Marketplaces|Q&A,operating,USA,Yes
28528,rewardmyway,venture,2.0,Mobile Commerce|Mobile Payments,operating,USA,Yes
28529,rewardsnap,venture,0.002667,Software,closed,USA,Yes
28530,rewardsplus,venture,10.8,Professional Services|Technology|Web Hosting,operating,USA,Yes
28531,rewardstyle,venture,15.0,Advertising,operating,USA,Yes
28532,rexante-systems,venture,0.255,Finance|FinTech,operating,USA,Yes
28533,rezee,venture,0.19,Software,operating,USA,Yes
28534,rezolve,venture,0.5,Finance,operating,USA,Yes
28535,rf-arrays,venture,6.80426,Semiconductors,operating,USA,Yes
28536,rf-biocidics,venture,10.0,Health and Wellness,operating,USA,Yes
28537,rf-code,venture,12.0,IT Management|RFID|Software,operating,USA,Yes
28538,rf-code,venture,10.54,IT Management|RFID|Software,operating,USA,Yes
28539,rf-code,venture,6.0,IT Management|RFID|Software,operating,USA,Yes
28540,rf-code,venture,13.0,IT Management|RFID|Software,operating,USA,Yes
28541,rf-code,venture,20.0,IT Management|RFID|Software,operating,USA,Yes
28542,rf-controls,venture,2.999969,Consulting|Internet of Things|Software,operating,USA,Yes
28543,rf-magic,venture,24.0,Consumer Electronics|Semiconductors|Technology,operating,USA,Yes
28544,rf-nano,venture,1.5,Nanotechnology,operating,USA,Yes
28545,rf-nano,venture,8.0,Nanotechnology,operating,USA,Yes
28546,rf-surgical-systems,venture,2.5,Health Care,acquired,USA,Yes
28547,rf-surgical-systems,venture,15.0,Health Care,acquired,USA,Yes
28548,rf-surgical-systems,venture,12.0,Health Care,acquired,USA,Yes
28549,rfid-global-solution,venture,0.5,Software,operating,USA,Yes
28550,rfid-global-solution,venture,2.5,Software,operating,USA,Yes
28551,rfid-global-solution,venture,2.795,Software,operating,USA,Yes
28552,rfinity,venture,4.0,Mobile|Mobile Payments|NFC,closed,USA,Yes
28553,rfmarq,venture,0.5,Electronics|Manufacturing|Semiconductors,operating,USA,Yes
28554,rfmicron,venture,2.000001,Semiconductors,operating,USA,Yes
28555,rfmicron,venture,1.57563,Semiconductors,operating,USA,Yes
28556,rfs-pharma,venture,5.0,Biotechnology,operating,USA,Yes
28557,rgb-networks,venture,12.0,Games|Logistics|Video Streaming,operating,USA,Yes
28558,rgb-networks,venture,20.0,Games|Logistics|Video Streaming,operating,USA,Yes
28559,rgb-networks,venture,20.0,Games|Logistics|Video Streaming,operating,USA,Yes
28560,rgb-networks,venture,20.000001,Games|Logistics|Video Streaming,operating,USA,Yes
28561,rgenix,venture,8.0,Biotechnology,operating,USA,Yes
28562,rgi-informatics,venture,1.091524,Software,operating,USA,Yes
28563,rgm-group,venture,21.0,Advertising,operating,USA,Yes
28564,rheonix,venture,6.0,Biotechnology|Health Diagnostics,operating,USA,Yes
28565,rheonix,venture,12.6,Biotechnology|Health Diagnostics,operating,USA,Yes
28566,rheonix,venture,11.524758,Biotechnology|Health Diagnostics,operating,USA,Yes
28567,rheonix,venture,12.0,Biotechnology|Health Diagnostics,operating,USA,Yes
28568,rheonix,venture,14.0,Biotechnology|Health Diagnostics,operating,USA,Yes
28569,rheonix,venture,28.6,Biotechnology|Health Diagnostics,operating,USA,Yes
28570,rhinocyte,venture,0.93,Biotechnology,operating,USA,Yes
28571,rhinocyte,venture,0.75,Biotechnology,operating,USA,Yes
28572,rhiza-labs,venture,3.0,Analytics|Enterprise Software|Maps|Visualization,operating,USA,Yes
28573,rhm-technology,venture,0.1,Manufacturing,operating,USA,Yes
28574,rhombus-energy-solutions,venture,2.8,Electronics,operating,USA,Yes
28575,rhone-apparel,venture,7.81874,E-Commerce|Online Shopping|Retail,operating,USA,Yes
28576,rhone-apparel,venture,5.0,E-Commerce|Online Shopping|Retail,operating,USA,Yes
28577,rhumbix-inc-,venture,6.134517,Analytics|Construction|Enterprise Software|Mobile,operating,USA,Yes
28578,rhythm-networks,venture,7.85,Services|Telecommunications,closed,USA,Yes
28579,rhythm-newmedia,venture,5.0,Advertising|App Marketing|Mobile Video,acquired,USA,Yes
28580,rhythm-newmedia,venture,0.831,Advertising|App Marketing|Mobile Video,acquired,USA,Yes
28581,rhythm-newmedia,venture,10.0,Advertising|App Marketing|Mobile Video,acquired,USA,Yes
28582,rhythm-newmedia,venture,13.101322,Advertising|App Marketing|Mobile Video,acquired,USA,Yes
28583,rhythm-pharmaceuticals,venture,25.0,Biotechnology,operating,USA,Yes
28584,rhythm-pharmaceuticals,venture,21.0,Biotechnology,operating,USA,Yes
28585,rhythm-pharmaceuticals,venture,9.5,Biotechnology,operating,USA,Yes
28586,rhythm-pharmaceuticals,venture,19.0,Biotechnology,operating,USA,Yes
28587,rhythm-pharmaceuticals,venture,40.0,Biotechnology,operating,USA,Yes
28588,rhythm-pharmaceuticals,venture,11.0,Biotechnology,operating,USA,Yes
28589,rhythm-pharmaceuticals,venture,8.0,Biotechnology,operating,USA,Yes
28590,rhythm-superfoods,venture,0.175,Clean Technology|Energy|New Product Development,operating,USA,Yes
28591,rhythmia-medical,venture,5.0,Health Care,acquired,USA,Yes
28592,rhythmia-medical,venture,2.7,Health Care,acquired,USA,Yes
28593,rhythmia-medical,venture,7.0,Health Care,acquired,USA,Yes
28594,ribbit,venture,3.3,Audio|Mobile|VoIP,acquired,USA,Yes
28595,ribbit,venture,7.7,Audio|Mobile|VoIP,acquired,USA,Yes
28596,ribbit,venture,10.0,Audio|Mobile|VoIP,acquired,USA,Yes
28597,richfx,venture,33.0,Advertising,acquired,USA,Yes
28598,richrelevance,venture,4.2,Advertising|Analytics|Big Data|E-Commerce|Internet|Retail,operating,USA,Yes
28599,richrelevance,venture,12.5,Advertising|Analytics|Big Data|E-Commerce|Internet|Retail,operating,USA,Yes
28600,richrelevance,venture,8.0,Advertising|Analytics|Big Data|E-Commerce|Internet|Retail,operating,USA,Yes
28601,richrelevance,venture,12.0,Advertising|Analytics|Big Data|E-Commerce|Internet|Retail,operating,USA,Yes
28602,richrelevance,venture,20.0,Advertising|Analytics|Big Data|E-Commerce|Internet|Retail,operating,USA,Yes
28603,richrelevance,venture,1.1,Advertising|Analytics|Big Data|E-Commerce|Internet|Retail,operating,USA,Yes
28604,richrelevance,venture,20.0,Advertising|Analytics|Big Data|E-Commerce|Internet|Retail,operating,USA,Yes
28605,rics-software,venture,4.125,Software,operating,USA,Yes
28606,ride-group,venture,5.0,Consulting|Hardware|Web Design,operating,USA,Yes
28607,ridecharge,venture,4.0,Android|iPhone|Mobile|Transportation|Travel,acquired,USA,Yes
28608,ridecharge,venture,4.6,Android|iPhone|Mobile|Transportation|Travel,acquired,USA,Yes
28609,ridecharge,venture,2.1,Android|iPhone|Mobile|Transportation|Travel,acquired,USA,Yes
28610,ridemakerz,venture,10.0,Cars|E-Commerce|Toys|Virtual Worlds,operating,USA,Yes
28611,ridemakerz,venture,10.3,Cars|E-Commerce|Toys|Virtual Worlds,operating,USA,Yes
28612,ridepal,venture,3.2,Career Management|Clean Technology|Human Resources|Public Transportation|Transportation,closed,USA,Yes
28613,ridge-diagnostics,venture,0.577,Biotechnology|Health Diagnostics,operating,USA,Yes
28614,ridge-diagnostics,venture,0.1,Biotechnology|Health Diagnostics,operating,USA,Yes
28615,ridge-diagnostics,venture,0.25,Biotechnology|Health Diagnostics,operating,USA,Yes
28616,riffsy,venture,10.0,Messaging|Social Media|Video,operating,USA,Yes
28617,rifftrax,venture,5.0,Games,operating,USA,Yes
28618,rifiniti,venture,2.266,B2B|Real Estate|SaaS|Software|Web Development,operating,USA,Yes
28619,rift-io,venture,8.0,Innovation Management|Startups|Technology,operating,USA,Yes
28620,rift-io,venture,16.0,Innovation Management|Startups|Technology,operating,USA,Yes
28621,rigel-pharmaceuticals,venture,46.0,Biotechnology,ipo,USA,Yes
28622,rigel-pharmaceuticals,venture,130.0,Biotechnology,ipo,USA,Yes
28623,right-hemisphere,venture,9.999969,Enterprise Software,acquired,USA,Yes
28624,right-hemisphere,venture,12.0,Enterprise Software,acquired,USA,Yes
28625,right-media,venture,45.0,Advertising,acquired,USA,Yes
28626,right90,venture,10.0,Sales and Marketing|Software,acquired,USA,Yes
28627,right90,venture,12.0,Sales and Marketing|Software,acquired,USA,Yes
28628,rightanswers,venture,2.3,Software,operating,USA,Yes
28629,rightcare-solutions,venture,5.0,Software,operating,USA,Yes
28630,rightcare-solutions,venture,1.75,Software,operating,USA,Yes
28631,rightcare-solutions,venture,4.0,Software,operating,USA,Yes
28632,righthand-robotics,venture,3.31613,Robotics,operating,USA,Yes
28633,rightnow-technologies,venture,15.0,CRM|Customer Service|SaaS|Software,acquired,USA,Yes
28634,rightpath-payments,venture,0.5,Software,closed,USA,Yes
28635,rightpoint,venture,55.0,Consulting,operating,USA,Yes
28636,rightscale,venture,13.0,Cloud Computing|Cloud Management|Enterprise Software|IaaS,operating,USA,Yes
28637,rightscale,venture,4.5,Cloud Computing|Cloud Management|Enterprise Software|IaaS,operating,USA,Yes
28638,rightscale,venture,25.0,Cloud Computing|Cloud Management|Enterprise Software|IaaS,operating,USA,Yes
28639,rightscale,venture,15.6,Cloud Computing|Cloud Management|Enterprise Software|IaaS,operating,USA,Yes
28640,rightsflow,venture,1.5,Accounting|Legal|Licensing|Music|Publishing|Transaction Processing,acquired,USA,Yes
28641,rignet,venture,6.0,Public Relations|Telecommunications,ipo,USA,Yes
28642,riisnet,venture,0.15,Real Estate,operating,USA,Yes
28643,rijuven,venture,0.5,Health and Wellness|Health Care|Medical Devices|Mobile Health,operating,USA,Yes
28644,rijuven,venture,0.25,Health and Wellness|Health Care|Medical Devices|Mobile Health,operating,USA,Yes
28645,rijuven,venture,0.875,Health and Wellness|Health Care|Medical Devices|Mobile Health,operating,USA,Yes
28646,rimini-street,venture,10.000003,Enterprise Software,operating,USA,Yes
28647,rinat-neuroscience,venture,40.0,Biotechnology|Technology,operating,USA,Yes
28648,rinat-neuroscience,venture,17.5,Biotechnology|Technology,operating,USA,Yes
28649,rincon-pharmaceuticals,venture,4.7,Biotechnology,operating,USA,Yes
28650,ringadoc,venture,0.45,Software,acquired,USA,Yes
28651,ringcentral,venture,10.0,Communications Hardware|Messaging|Mobile|Office Space|Technology|VoIP,ipo,USA,Yes
28652,ringcentral,venture,10.0,Communications Hardware|Messaging|Mobile|Office Space|Technology|VoIP,ipo,USA,Yes
28653,ringcentral,venture,12.0,Communications Hardware|Messaging|Mobile|Office Space|Technology|VoIP,ipo,USA,Yes
28654,ringcentral,venture,6.25,Communications Hardware|Messaging|Mobile|Office Space|Technology|VoIP,ipo,USA,Yes
28655,ringcentral,venture,12.0,Communications Hardware|Messaging|Mobile|Office Space|Technology|VoIP,ipo,USA,Yes
28656,ringcube-technologies,venture,10.0,Software,acquired,USA,Yes
28657,ringcube-technologies,venture,12.0,Software,acquired,USA,Yes
28658,ringcube-technologies,venture,4.0,Software,acquired,USA,Yes
28659,ringcube-technologies,venture,15.333728,Software,acquired,USA,Yes
28660,ringcube-technologies,venture,5.333729,Software,acquired,USA,Yes
28661,ringly,venture,5.1,Fashion|Jewelry|Wearables,operating,USA,Yes
28662,ringthree-technologies,venture,4.0,Software,operating,USA,Yes
28663,rinovum-womens-health,venture,6.0,Hardware + Software,operating,USA,Yes
